2005.97534    -56.35      4.36
2005.97808    -54.23      3.57
2005.98082    -50.40      3.56
2005.99178    -56.73      4.36
2005.99452    -58.96      3.63
2005.99726    -58.11      3.49
2006.00000    -56.31      3.54
2006.00274    -32.84     44.61
2006.00548    -81.92      9.22
2006.00822    -55.81      3.50
2006.01096    -57.03      6.87
2006.01370    -62.47      3.48
2006.01644    -56.00      3.49
2006.01918    -51.73      3.54
2006.02192    -58.39      3.50
2006.02740    -64.57      8.53
2006.03014    -46.87     16.38
2006.03562    -61.72      3.58
2006.04110    -51.27      3.76
2006.04658    -57.74      3.74
2006.06027    -59.56      3.87
2006.08767    -59.04      3.39
2006.09315    -61.47      3.38
2006.09589    -60.08      8.76
2006.10411    -64.94     50.35
2006.10685    -68.94     11.95
2006.10959    -61.44      7.96
2006.11233    -62.08      3.46
2006.12603    -52.64      8.27
2006.12877    -39.22     10.00
2006.13151    -58.05      3.51
2006.13425    -59.75      3.55
2006.13973    -33.78     29.34
2006.14247    -52.47     12.77
2006.14521    -39.07     10.63
2006.14795    -54.49      3.53
2006.15068    -58.92      3.51
2006.15342    -53.53      3.52
2006.15616    -55.22      4.50
2006.15890    -53.13      3.54
2006.16164    -56.06     48.93
2006.16712    -61.74      3.50
2006.16986    -60.73      3.51
2006.17260    -57.13      3.49
2006.17534    -56.42      3.46
2006.17808    -58.07      3.52
2006.18082    -69.86      8.17
2006.18356    -57.89      3.94
2006.18630    -50.76      3.51
2006.19452    -49.12      4.10
2006.20000    -39.77     24.81
2006.20274    -54.21     12.80
2006.20548    -56.10     19.44
2006.20822    -52.40      3.52
2006.21096    -53.03      3.46
2006.22466    -50.15      3.64
2006.22740    -50.23      3.60
2006.41370    -42.48      4.02
2006.41644    -47.33      3.95
2006.41918    -55.96      3.72
2006.42192    -48.32      3.83
2006.42466    -54.50      4.04
2006.42740    -51.73      3.98
2006.43014    -42.33      3.86
2006.43288    -51.40      3.91
2006.43562    -38.17      4.10
2006.43836    -53.00      3.90
2006.44110    -57.68      4.08
2006.44384    -51.02      3.78
2006.44658    -50.97      3.70
2006.44932    -46.10      3.66
2006.45205    -52.86      3.74
2006.45479    -50.80      3.75
2006.45753    -55.35      3.67
2006.46027    -45.40      3.90
2006.46301    -50.02      4.01
2006.46575    -55.26      3.88
2006.46849    -51.53      3.93
2006.47123    -46.28      3.83
2006.47397    -49.23      3.86
2006.47671    -55.83      3.88
2006.47945    -50.70      3.97
2006.48219    -53.50      3.93
2006.48493    -43.87      4.03
2006.48767    -54.79      3.94
2006.49041    -45.32      3.83
2006.49315    -45.11      4.48
2006.49589    -49.03      3.96
2006.49863    -55.63      3.92
2006.50137    -59.12      3.76
2006.50411    -52.72      3.89
2006.50685    -50.87      3.81
2006.50959    -46.22      4.01
2006.51233    -55.32      3.93
2006.51507    -62.25      4.38
2006.51781    -68.37      4.30
2006.52055    -62.31      3.90
2006.52329    -48.58      4.03
2006.52603    -53.58      3.85
2006.52877    -59.01      4.02
2006.53151    -74.88      4.36
2006.53425    -60.87      4.04
2006.53699    -52.16      4.11
2006.53973    -52.26      3.88
2006.54247    -64.83      3.83
2006.54521    -50.48      3.82
2006.54795    -53.16      3.77
2006.55068    -54.29      3.66
2006.55342    -42.69      3.89
2006.55616    -66.37      3.83
2006.55890    -40.81      3.95
2006.56164    -59.07      4.01
2006.56438    -50.96      3.92
2006.56712    -55.37      3.67
2006.56986    -49.54      3.82
2006.57260    -54.11      3.83
2006.57534    -58.42      3.83
2006.57808    -57.31      3.73
2006.58630    -54.21      4.02
2006.58904    -49.02      3.96
2006.59178    -54.98      4.02
2006.59452    -66.46      3.89
2006.59726    -33.06      4.09
2006.60000    -55.27      3.99
2006.60274    -59.14      3.75
2006.60548    -62.16      3.84
2006.60822    -61.00      3.69
2006.61096    -51.59      3.72
2006.61370    -52.23      3.67
2006.61644    -58.63      3.67
2006.61918    -49.50      3.67
2006.62192    -54.52      3.73
2006.62466    -61.34      4.71
2006.62740    -51.26      4.21
2006.63014    -76.49      9.70
2006.79178    -66.64      3.94
2006.79452    -57.72      3.74
2006.79726    -55.44      3.68
2006.80000    -53.95      3.74
2006.80274    -59.16      3.64
2006.80548    -53.39     13.85
2006.80822    -54.44      5.77
2006.81096    -41.40      7.00
2006.81370    -64.59      3.62
2006.81644    -58.30      3.68
2006.81918    -55.77      3.73
2006.82192    -52.04      3.65
2006.82466    -58.09      3.70
2006.82740    -60.20      3.70
2006.83014    -49.46      3.65
2006.83288    -43.83      3.70
2006.83562    -42.76      3.79
2006.83836    -58.29      3.68
2006.84110    -59.08      3.78
2006.84384    -55.05      3.82
2006.84658    -55.18      3.67
2006.84932    -57.77      3.80
2006.85205    -56.23      3.95
2006.85479    -55.14      3.93
2006.85753    -48.27      3.80
2006.86027    -54.75      3.83
2006.86301    -63.47      3.91
2006.86575    -50.23      3.79
2006.86849    -52.58      3.64
2006.87123    -57.29      3.61
2006.87397    -51.20      4.78
2006.89589    -49.37      3.88
2006.89863    -50.32      3.58
2006.90137    -43.21      3.90
2006.90411    -54.33      3.55
2006.90685    -48.37      3.65
2006.90959    -51.36      3.59
2006.91233    -53.65      3.60
2006.91507    -54.80      3.53
2006.91781    -55.41      3.59
2006.92055    -55.43      3.70
2006.92329    -61.72      4.38
2006.92603    -55.99      3.59
2006.92877    -62.64      3.66
2006.93151    -55.88      3.65
2006.93425    -63.74      3.64
2006.93699    -57.38      3.61
2006.93973    -54.15      3.59
2006.94247    -62.37      3.52
2006.94521    -69.35      3.60
2006.94795    -44.61      3.68
2006.96986    -50.43      3.52
2006.97260    -57.10      3.46
2006.97534    -56.67      3.51
2006.97808    -56.23      3.47
2006.98082    -57.19      3.49
2006.98356    -58.37      3.50
2006.98630    -53.73      3.68
2006.98904    -56.07      3.63
2006.99178    -65.10      3.59
2006.99452    -60.73      3.63
2006.99726    -56.62      3.64
2007.00000    -58.31      3.81
2007.00274    -51.25      3.65
2007.00548    -54.15      3.74
2007.00822    -56.39      3.66
2007.01096    -59.66      3.91
2007.01370    -55.01      3.66
2007.01644    -57.84      3.65
2007.01918    -59.29      4.03
2007.02192    -60.02      4.27
2007.02466    -60.94      3.65
2007.02740    -59.46      3.68
2007.03014    -58.34      3.50
2007.03288    -58.18      3.44
2007.03562    -58.77      3.40
2007.03836    -54.17      3.46
2007.04110    -56.15      3.59
2007.04384    -55.35      3.46
2007.04658    -56.37      3.61
2007.04932    -54.69      3.67
2007.05205    -60.30      3.58
2007.05479    -50.80      3.46
2007.05753    -54.21      3.42
2007.06027    -53.31      3.45
2007.06301    -57.14      3.42
2007.06575    -55.82      3.47
2007.06849    -61.97      3.48
2007.07123    -56.59      3.46
2007.07397    -55.71      3.36
2007.07671    -54.66      3.40
2007.07945    -54.77      3.43
2007.08219    -57.80      3.38
2007.08493    -52.17      3.52
2007.08767    -53.98      3.44
2007.09041    -47.66      3.47
2007.09315    -54.32      3.45
2007.09589    -52.51      3.40
2007.09863    -60.37      3.39
2007.10137    -55.19      3.41
2007.10411    -49.25      3.54
2007.10685    -44.56      3.70
2007.10959    -55.87      3.36
2007.11233    -49.01      3.35
2007.11507    -47.22      3.37
2007.11781    -43.82      3.43
2007.12055    -44.23      3.41
2007.12329    -49.08      3.35
2007.12603    -57.81      3.40
2007.12877    -46.05      3.56
2007.13151    -51.28      3.42
2007.13425    -50.53      3.39
2007.13699    -52.42      3.41
2007.13973    -56.22      3.42
2007.14247    -52.62      3.49
2007.14521    -57.20      3.36
2007.14795    -53.91      3.43
2007.15068    -54.91      3.36
2007.15342    -55.59      3.39
2007.15616    -54.00      3.41
2007.15890    -52.65      3.38
2007.16164    -50.77      3.60
2007.16438    -53.94      3.54
2007.16712    -53.81      3.43
2007.16986    -52.90      3.57
2007.17260    -55.30      3.47
2007.17534    -48.41      3.46
2007.17808    -52.60      3.47
2007.18082    -54.41      3.42
2007.18356    -55.28      3.43
2007.18630    -50.74      3.62
2007.18904    -49.72      3.42
2007.19178    -59.64      3.44
2007.19452    -50.01      3.36
2007.19726    -47.50      3.56
2007.20000    -47.80      3.51
2007.20274    -49.37      3.49
2007.20548    -52.87      3.45
2007.20822    -46.07      3.54
2007.21096    -47.02      3.50
2007.21370    -54.02      3.41
2007.21644    -54.28      3.52
2007.21918    -52.64      3.43
2007.22192    -47.55      3.43
2007.22466    -39.53      3.54
2007.22740    -47.63      3.47
2007.23014    -47.94      3.49
2007.23288    -52.60      5.58
2007.24110    -51.77      4.24
2007.24384    -45.85      3.55
2007.24658    -32.13      3.52
2007.24932    -35.59      3.71
2007.25205    -49.40      3.46
2007.25479    -51.57      3.45
2007.25753    -54.19      3.46
2007.26027    -51.77      3.50
2007.26301    -47.63      3.48
2007.26575    -48.67      3.43
2007.26849    -49.45      3.46
2007.27123    -51.64      3.59
2007.27397    -47.45      3.38
2007.27671    -45.26      3.39
2007.27945    -44.16      3.42
2007.28219    -40.20      3.41
2007.28493    -53.21      3.39
2007.28767    -48.97      3.51
2007.29041    -41.21      3.53
2007.29315    -53.88      3.36
2007.29589    -46.79      3.40
2007.29863    -46.44      3.34
2007.30137    -45.87      3.41
2007.30411    -41.49      3.52
2007.30685    -51.96      3.58
2007.30959    -37.20      3.58
2007.31233    -47.82      3.42
2007.31507    -48.32      3.36
2007.31781    -47.92      3.43
2007.32055    -49.58      3.40
2007.32329    -47.32      3.45
2007.32603    -48.09      3.47
2007.32877    -39.71      3.51
2007.33151    -49.72      3.58
2007.33425    -52.62      3.64
2007.33699    -43.63      3.57
2007.33973    -40.21      3.58
2007.34247    -51.83      3.40
2007.34521    -46.24      3.52
2007.34795    -55.92      3.56
2007.35068    -50.48      3.42
2007.35342    -56.31      3.68
2007.35616    -46.13      3.55
2007.35890    -47.91      3.43
2007.36164    -48.79      3.52
2007.36438    -49.35      3.55
2007.36712    -44.31      3.41
2007.36986    -38.02      3.43
2007.37260    -42.34      3.54
2007.37534    -44.58      3.58
2007.37808    -49.78      3.69
2007.38082    -49.07      3.58
2007.38356    -38.78      3.51
2007.38630    -45.87      3.54
2007.38904    -38.55      3.57
2007.39178    -50.94      3.48
