2015.70137      3.92       1.18
2015.70411      5.10       0.92
2015.70685      4.68       0.97
2015.70959      4.64       0.93
2015.71233      5.47       0.93
2015.71507      3.31       0.93
2015.71781      4.00       0.94
2015.72055      5.89       0.95
2015.72329      3.61       0.96
2015.72603      3.82       0.93
2015.72877      6.18       0.93
2015.73151      3.31       0.96
2015.73425      4.73       0.95
2015.73699      5.28       0.98
2015.73973      4.74       1.06
2015.74247      4.40       0.97
2015.74521      6.93       1.06
2015.74795      6.36       1.02
2015.75068      4.18       0.97
2015.75342      5.04       0.93
2015.75616      5.88       0.95
2015.75890      4.95       0.95
2015.76164      5.88       0.99
2015.76438      5.61       0.94
2015.76712      4.52       0.95
2015.76986      7.75       0.95
2015.77260      6.80       0.96
2015.77534      6.85       0.93
2015.77808      5.12       0.94
2015.78082      5.48       0.95
2015.78356      4.86       1.01
2015.78630      6.74       1.05
2015.78904      4.18       0.97
2015.79178      5.02       0.96
2015.79452      6.26       0.96
2015.79726      6.23       1.07
2015.80000      6.20       1.03
2015.80274      7.40       1.02
2015.80548      5.90       1.01
2015.80822      5.40       0.94
2015.81096      8.69       1.00
2015.81370      5.85       0.97
2015.81644      5.74       1.03
2015.81918      7.26       0.96
2015.82192      4.04       0.97
2015.82466      6.42       0.96
2015.82740      2.87       0.95
2015.83014      5.50       1.07
2015.83288      4.43       0.98
2015.83562      5.39       0.98
2015.83836      5.25       1.00
2015.84110      4.08       0.94
2015.84384      4.67       0.94
2015.84658      5.30       0.97
2015.84932      6.47       0.96
2015.85205      4.67       0.99
2015.85479      6.15       0.99
2015.85753      6.63       0.95
2015.86027      2.87       0.98
2015.86301      4.07       0.95
2015.86575      5.02       0.96
2015.86849      5.33       0.96
2015.87123      4.33       0.97
2015.87397      3.08       0.96
2015.87671      5.80       1.00
2015.87945      4.85       0.95
2015.88219      4.99       0.97
2015.88493      2.85       1.01
2015.88767      6.04       0.97
2015.89041      5.62       0.97
2015.89315      6.07       0.98
2015.89589      8.16       0.97
2015.89863      7.09       0.97
2015.90137      5.46       0.95
2015.90411      3.91       0.95
2015.90685      4.47       0.96
2015.90959      3.37       0.96
2015.91233      6.07       0.95
2015.91507      6.81       0.94
2015.91781      6.37       0.97
2015.92055      3.02       0.97
2015.92329      3.99       0.97
2015.92603      1.82       0.95
2015.92877      5.18       0.97
2015.93151      4.20       0.98
2015.93425      4.03       0.98
2015.93699      3.09       0.99
2015.93973      3.42       0.97
2015.94247      2.62       0.98
2015.94521      4.48       0.96
2015.94795      4.41       0.95
2015.95068      3.54       0.96
2015.95342      5.17       0.94
2015.95616      3.73       0.96
2015.95890      5.86       0.97
2015.96164      6.15       0.96
2015.96438      6.25       0.93
2015.96712      3.95       0.96
2015.96986      3.70       0.94
2015.97260      4.24       0.94
2015.97534      5.59       0.92
2015.97808      4.91       0.93
2015.98082      5.83       0.93
2015.98356      5.07       0.95
2015.98630      5.39       0.94
2015.98904      5.52       0.93
2015.99178      5.70       0.94
2015.99452      4.33       0.93
2015.99726      5.72       0.95
2016.00000      4.00       0.93
2016.00273      5.94       0.96
2016.00546      5.98       0.99
2016.00820      4.38       0.93
2016.01093      3.21       0.94
2016.01366      4.26       0.96
2016.01639      4.22       0.98
2016.01913      4.78       0.99
2016.02186      3.87       0.99
2016.02459      7.25       0.97
2016.02732      3.24       0.96
2016.03005      6.25       0.98
2016.03279      3.55       0.97
2016.03552      4.24       0.94
2016.03825      2.88       1.00
2016.04098      5.95       0.97
2016.04372      4.57       0.97
2016.04645      4.69       0.94
2016.04918      3.85       0.94
2016.05191      6.79       0.94
2016.05464      7.06       0.94
2016.05738      5.81       0.93
2016.06011      5.57       0.94
2016.06284      6.80       0.93
2016.06557      3.33       0.93
2016.06831      2.17       0.92
2016.07104      2.14       0.94
2016.07377      3.34       0.96
2016.07650      4.08       1.03
2016.07923      3.85       0.94
2016.08197      6.72       0.96
2016.08470      4.94       0.99
2016.08743      6.33       0.93
2016.09016      4.99       0.93
2016.09290      5.33       0.95
2016.09563      0.65       0.96
2016.09836      0.22       0.97
2016.10109     -0.25       0.95
2016.10383     -1.55       0.98
2016.10656      0.73       0.96
2016.10929      0.88       0.95
2016.11202     -0.70       0.99
2016.11475      3.03       1.01
2016.11749      0.04       0.98
2016.12022     -1.07       0.99
2016.12295     -0.90       0.96
2016.12568      1.06       0.98
2016.12842      0.81       0.99
2016.13115      2.10       0.97
2016.13388      0.79       0.96
2016.13661     -0.53       0.98
2016.13934      3.60       0.99
2016.14208      1.22       0.95
2016.14481      1.00       0.95
2016.14754      2.37       0.94
2016.15027      0.69       0.95
2016.15301      0.23       0.96
2016.15574      0.39       0.96
2016.15847      0.95       0.98
