2012.00000     89.17       0.93
2012.00273     88.32       0.93
2012.00546     87.61       0.93
2012.00820     88.86       0.93
2012.01093     87.69       0.93
2012.01366     87.82       0.93
2012.01639     89.68       0.95
2012.01913     89.28       0.93
2012.02186     87.43       0.93
2012.02459     87.23       0.93
2012.02732     88.08       0.95
2012.03005     89.60       0.93
2012.03279     89.74       0.93
2012.03552     89.11       0.94
2012.03825     89.37       0.92
2012.04098     88.09       0.93
2012.04372     88.40       0.94
2012.04645     86.89       0.94
2012.04918     87.09       0.94
2012.05191     87.24       0.93
2012.05464     86.38       0.93
2012.05738     85.70       0.95
2012.06011     87.57       0.95
2012.06284     87.24       0.97
2012.06557     87.09       0.94
2012.06831     86.37       0.95
2012.07104     87.01       0.95
2012.07377     87.61       0.94
2012.07650     87.15       0.94
2012.07923     88.03       0.94
2012.08197     86.24       0.94
2012.08470     88.05       0.94
2012.08743     86.54       0.96
2012.09016     84.76       0.94
2012.09290     88.36       0.94
2012.09563     87.71       0.94
2012.09836     88.98       0.96
2012.10109     87.07       1.01
2012.10383     86.06       0.93
2012.10656     88.14       0.93
2012.10929     88.59       0.93
2012.11202     87.88       0.93
2012.11475     86.00       0.93
2012.11749     84.61       0.94
2012.12022     87.45       0.94
2012.12295     86.41       0.96
2012.12568     87.73       0.93
2012.12842     87.69       0.93
2012.13115     86.73       0.94
2012.13388     86.09       0.94
2012.13661     87.70       0.93
2012.13934     86.82       0.97
2012.14208     85.27       0.95
2012.14481     85.35       0.96
2012.14754     84.36       0.98
2012.15027     86.49       0.94
2012.15301     86.21       0.93
2012.15574     85.16       0.95
2012.15847     85.02       0.96
2012.16120     84.91       0.93
2012.16393     82.83       0.98
2012.16667     85.18       1.00
2012.16940     85.24       0.94
2012.17213     85.24       0.93
2012.17486     86.75       0.95
2012.17760     84.17       0.96
2012.18033     84.44       0.95
2012.18306     84.12       0.98
2012.18579     83.90       0.96
2012.18852     83.12       0.97
2012.19126     82.41       0.94
2012.19399     85.33       1.00
2012.19672     83.99       0.93
2012.19945     85.13       0.94
2012.21585     84.48       1.08
2012.21858     81.57       0.94
2012.22131     82.75       0.94
2012.22404     81.48       0.96
2012.22678     83.37       0.95
2012.22951     82.38       0.95
2012.23224     81.93       0.97
2012.23497     83.43       0.96
2012.23770     81.16       0.95
2012.24044     82.52       0.96
2012.24317     83.52       0.96
2012.24590     83.63       0.96
2012.24863     80.42       0.95
2012.25137     81.44       0.94
2012.25410     81.45       0.96
2012.25683     82.28       0.96
2012.25956     80.95       0.93
2012.26230     81.47       0.99
2012.26503     82.68       0.97
2012.26776     82.13       0.93
2012.27049     82.24       0.97
2012.27322     81.93       0.94
2012.27596     82.00       0.95
2012.27869     80.65       0.97
2012.28142     84.49       0.94
2012.28415     83.22       0.94
2012.28689     84.88       0.93
2012.28962     82.02       0.97
2012.29235     84.83       0.96
2012.29508     82.88       0.94
2012.29781     84.38       0.97
2012.30055     82.98       0.97
2012.30328     84.25       0.99
2012.30601     83.17       0.95
2012.30874     83.90       0.98
2012.31148     85.20       0.95
2012.31421     83.50       1.00
2012.31694     83.87       0.97
2012.31967     84.98       0.98
2012.32240     91.88       2.44
2012.33060     83.36       1.03
2012.33333     86.57       1.08
2012.33607     81.03       1.02
2012.34699     83.91       1.06
2012.34973     82.41       0.95
2012.35246     82.24       0.94
2012.35519     82.38       1.08
2012.36612     80.12       1.13
2012.36885     82.27       0.94
2012.37158     81.81       0.94
2012.37432     81.79       0.95
2012.37705     81.38       0.96
2012.37978     82.29       1.06
2012.38251     80.62       0.98
2012.38525     81.33       0.97
2012.38798     82.45       0.99
2012.39071     83.27       0.98
2012.39344     83.26       0.98
2012.39617     81.60       0.97
2012.39891     83.39       0.94
2012.40164     81.52       0.99
2012.40437     83.01       0.96
2012.40710     80.95       0.99
2012.40984     81.28       0.99
2012.41257     79.96       0.94
2012.41530     79.15       0.96
2012.41803     80.93       0.96
2012.42077     81.48       1.02
2012.43169     80.93       1.11
2012.43443     80.48       0.97
2012.43716     80.41       1.02
2012.43989     82.86       0.99
2012.44809     76.28       1.05
2012.45082     80.71       1.00
2012.45355     81.58       0.95
2012.45628     81.68       0.94
2012.45902     78.62       1.00
2012.46175     78.40       0.98
2012.46448     83.90       1.16
2012.46995     79.73       1.12
2012.47268     76.65       0.98
2012.47541     78.29       1.01
2012.47814     78.27       0.98
2012.48087     80.19       0.97
2012.48361     77.59       0.93
2012.48634     79.41       0.96
2012.48907     78.41       0.96
2012.49180     78.73       0.99
2012.49454     76.64       0.95
2012.49727     77.32       0.94
2012.50000     79.67       0.97
2012.50273     78.74       0.94
