2015.70137     50.54       1.32
2015.70411     54.30       1.03
2015.70685     53.89       1.04
2015.70959     51.01       1.02
2015.71233     50.20       1.06
2015.71507     53.19       1.06
2015.71781     51.73       1.03
2015.72055     50.34       1.09
2015.72329     53.80       1.03
2015.72603     52.43       1.03
2015.72877     51.44       1.04
2015.73151     51.22       1.07
2015.73425     51.04       1.05
2015.73699     51.22       1.09
2015.73973     50.31       1.19
2015.74247     53.54       1.07
2015.74521     49.96       1.12
2015.74795     51.69       1.09
2015.75068     50.85       1.01
2015.75342     49.21       0.99
2015.75616     51.64       1.00
2015.75890     52.95       1.01
2015.76164     49.84       1.08
2015.76438     49.64       1.04
2015.76712     49.43       1.01
2015.76986     51.19       1.05
2015.77260     49.31       1.00
2015.77534     51.60       1.01
2015.77808     48.17       1.04
2015.78082     52.41       0.99
2015.78356     50.10       1.02
2015.78630     50.96       1.14
2015.78904     52.49       1.02
2015.79178     51.34       1.01
2015.79452     51.38       1.03
2015.79726     51.71       1.11
2015.80000     52.00       1.08
2015.80274     48.91       1.14
2015.80548     50.55       1.08
2015.80822     50.87       0.99
2015.81096     48.06       1.02
2015.81370     47.79       1.01
2015.81644     49.32       1.05
2015.81918     50.90       0.99
2015.82192     48.99       1.01
2015.82466     53.67       1.01
2015.82740     51.46       1.01
2015.83014     47.41       1.04
2015.83288     49.73       1.03
2015.83562     50.31       1.00
2015.83836     47.78       1.02
2015.84110     51.17       1.00
2015.84384     52.93       1.00
2015.84658     50.41       1.02
2015.84932     50.60       1.02
2015.85205     52.28       0.98
2015.85479     50.39       1.02
2015.85753     51.88       1.00
2015.86027     51.15       1.01
2015.86301     51.92       1.03
2015.86575     52.49       1.05
2015.86849     49.21       1.05
2015.87123     52.53       1.03
2015.87397     54.13       1.07
2015.87671     50.89       1.02
2015.87945     51.00       1.03
2015.88219     48.00       1.03
2015.88493     50.07       1.08
2015.88767     51.23       1.04
2015.89041     49.89       1.03
2015.89315     49.36       1.03
2015.89589     50.75       1.04
